TF_ID	Gene_ID	Family
Cotton_A_05641_BGI-A2_v1.0	Cotton_A_05641	MYB
Cotton_A_05642_BGI-A2_v1.0	Cotton_A_05642	MYB
Cotton_A_05698_BGI-A2_v1.0	Cotton_A_05698	MYB
Cotton_A_05843_BGI-A2_v1.0	Cotton_A_05843	MYB
Cotton_A_05856_BGI-A2_v1.0	Cotton_A_05856	MYB
Cotton_A_05930_BGI-A2_v1.0	Cotton_A_05930	MYB
Cotton_A_06041_BGI-A2_v1.0	Cotton_A_06041	MYB
Cotton_A_06162_BGI-A2_v1.0	Cotton_A_06162	MYB
Cotton_A_06163_BGI-A2_v1.0	Cotton_A_06163	MYB
Cotton_A_06374_BGI-A2_v1.0	Cotton_A_06374	MYB
Cotton_A_06826_BGI-A2_v1.0	Cotton_A_06826	MYB
Cotton_A_06922_BGI-A2_v1.0	Cotton_A_06922	MYB
Cotton_A_07100_BGI-A2_v1.0	Cotton_A_07100	MYB
Cotton_A_07211_BGI-A2_v1.0	Cotton_A_07211	MYB
Cotton_A_07437_BGI-A2_v1.0	Cotton_A_07437	MYB
Cotton_A_07627_BGI-A2_v1.0	Cotton_A_07627	MYB
Cotton_A_07636_BGI-A2_v1.0	Cotton_A_07636	MYB
Cotton_A_08617_BGI-A2_v1.0	Cotton_A_08617	MYB
Cotton_A_08691_BGI-A2_v1.0	Cotton_A_08691	MYB
Cotton_A_08735_BGI-A2_v1.0	Cotton_A_08735	MYB
Cotton_A_08984_BGI-A2_v1.0	Cotton_A_08984	MYB
Cotton_A_09301_BGI-A2_v1.0	Cotton_A_09301	MYB
Cotton_A_09629_BGI-A2_v1.0	Cotton_A_09629	MYB
Cotton_A_09721_BGI-A2_v1.0	Cotton_A_09721	MYB
Cotton_A_09722_BGI-A2_v1.0	Cotton_A_09722	MYB
Cotton_A_09723_BGI-A2_v1.0	Cotton_A_09723	MYB
Cotton_A_09914_BGI-A2_v1.0	Cotton_A_09914	MYB
Cotton_A_10499_BGI-A2_v1.0	Cotton_A_10499	MYB
Cotton_A_10538_BGI-A2_v1.0	Cotton_A_10538	MYB
Cotton_A_10617_BGI-A2_v1.0	Cotton_A_10617	MYB
Cotton_A_11407_BGI-A2_v1.0	Cotton_A_11407	MYB
Cotton_A_11528_BGI-A2_v1.0	Cotton_A_11528	MYB
Cotton_A_11532_BGI-A2_v1.0	Cotton_A_11532	MYB
Cotton_A_11582_BGI-A2_v1.0	Cotton_A_11582	MYB
Cotton_A_11628_BGI-A2_v1.0	Cotton_A_11628	MYB
Cotton_A_11684_BGI-A2_v1.0	Cotton_A_11684	MYB
Cotton_A_11755_BGI-A2_v1.0	Cotton_A_11755	MYB
Cotton_A_12042_BGI-A2_v1.0	Cotton_A_12042	MYB
Cotton_A_12240_BGI-A2_v1.0	Cotton_A_12240	MYB
Cotton_A_12242_BGI-A2_v1.0	Cotton_A_12242	MYB
Cotton_A_12520_BGI-A2_v1.0	Cotton_A_12520	MYB
Cotton_A_12649_BGI-A2_v1.0	Cotton_A_12649	MYB
Cotton_A_12755_BGI-A2_v1.0	Cotton_A_12755	MYB
Cotton_A_12834_BGI-A2_v1.0	Cotton_A_12834	MYB
Cotton_A_12918_BGI-A2_v1.0	Cotton_A_12918	MYB
Cotton_A_12989_BGI-A2_v1.0	Cotton_A_12989	MYB
Cotton_A_13045_BGI-A2_v1.0	Cotton_A_13045	MYB
Cotton_A_13543_BGI-A2_v1.0	Cotton_A_13543	MYB
Cotton_A_13554_BGI-A2_v1.0	Cotton_A_13554	MYB
Cotton_A_14043_BGI-A2_v1.0	Cotton_A_14043	MYB
Cotton_A_14044_BGI-A2_v1.0	Cotton_A_14044	MYB
Cotton_A_14077_BGI-A2_v1.0	Cotton_A_14077	MYB
Cotton_A_14294_BGI-A2_v1.0	Cotton_A_14294	MYB
Cotton_A_14816_BGI-A2_v1.0	Cotton_A_14816	MYB
Cotton_A_14822_BGI-A2_v1.0	Cotton_A_14822	MYB
Cotton_A_14866_BGI-A2_v1.0	Cotton_A_14866	MYB
Cotton_A_14958_BGI-A2_v1.0	Cotton_A_14958	MYB
Cotton_A_14960_BGI-A2_v1.0	Cotton_A_14960	MYB
Cotton_A_15267_BGI-A2_v1.0	Cotton_A_15267	MYB
Cotton_A_15547_BGI-A2_v1.0	Cotton_A_15547	MYB
Cotton_A_15702_BGI-A2_v1.0	Cotton_A_15702	MYB
Cotton_A_16646_BGI-A2_v1.0	Cotton_A_16646	MYB
Cotton_A_16664_BGI-A2_v1.0	Cotton_A_16664	MYB
Cotton_A_16897_BGI-A2_v1.0	Cotton_A_16897	MYB
Cotton_A_17136_BGI-A2_v1.0	Cotton_A_17136	MYB
Cotton_A_17948_BGI-A2_v1.0	Cotton_A_17948	MYB
Cotton_A_17954_BGI-A2_v1.0	Cotton_A_17954	MYB
Cotton_A_18082_BGI-A2_v1.0	Cotton_A_18082	MYB
Cotton_A_18134_BGI-A2_v1.0	Cotton_A_18134	MYB
Cotton_A_18185_BGI-A2_v1.0	Cotton_A_18185	MYB
Cotton_A_18382_BGI-A2_v1.0	Cotton_A_18382	MYB
Cotton_A_18881_BGI-A2_v1.0	Cotton_A_18881	MYB
Cotton_A_18916_BGI-A2_v1.0	Cotton_A_18916	MYB
Cotton_A_18944_BGI-A2_v1.0	Cotton_A_18944	MYB
Cotton_A_19143_BGI-A2_v1.0	Cotton_A_19143	MYB
Cotton_A_19829_BGI-A2_v1.0	Cotton_A_19829	MYB
Cotton_A_19831_BGI-A2_v1.0	Cotton_A_19831	MYB
Cotton_A_19852_BGI-A2_v1.0	Cotton_A_19852	MYB
Cotton_A_19871_BGI-A2_v1.0	Cotton_A_19871	MYB
Cotton_A_19989_BGI-A2_v1.0	Cotton_A_19989	MYB
Cotton_A_20268_BGI-A2_v1.0	Cotton_A_20268	MYB
Cotton_A_20645_BGI-A2_v1.0	Cotton_A_20645	MYB
Cotton_A_21181_BGI-A2_v1.0	Cotton_A_21181	MYB
Cotton_A_21561_BGI-A2_v1.0	Cotton_A_21561	MYB
Cotton_A_21601_BGI-A2_v1.0	Cotton_A_21601	MYB
Cotton_A_22094_BGI-A2_v1.0	Cotton_A_22094	MYB
Cotton_A_22184_BGI-A2_v1.0	Cotton_A_22184	MYB
Cotton_A_22353_BGI-A2_v1.0	Cotton_A_22353	MYB
Cotton_A_22356_BGI-A2_v1.0	Cotton_A_22356	MYB
Cotton_A_23032_BGI-A2_v1.0	Cotton_A_23032	MYB
Cotton_A_23098_BGI-A2_v1.0	Cotton_A_23098	MYB
Cotton_A_23218_BGI-A2_v1.0	Cotton_A_23218	MYB
Cotton_A_23328_BGI-A2_v1.0	Cotton_A_23328	MYB
Cotton_A_23417_BGI-A2_v1.0	Cotton_A_23417	MYB
Cotton_A_23436_BGI-A2_v1.0	Cotton_A_23436	MYB
Cotton_A_23873_BGI-A2_v1.0	Cotton_A_23873	MYB
Cotton_A_24653_BGI-A2_v1.0	Cotton_A_24653	MYB
Cotton_A_25175_BGI-A2_v1.0	Cotton_A_25175	MYB
Cotton_A_25218_BGI-A2_v1.0	Cotton_A_25218	MYB
Cotton_A_25264_BGI-A2_v1.0	Cotton_A_25264	MYB
Cotton_A_25408_BGI-A2_v1.0	Cotton_A_25408	MYB
Cotton_A_25811_BGI-A2_v1.0	Cotton_A_25811	MYB
Cotton_A_25837_BGI-A2_v1.0	Cotton_A_25837	MYB
Cotton_A_25875_BGI-A2_v1.0	Cotton_A_25875	MYB
Cotton_A_26203_BGI-A2_v1.0	Cotton_A_26203	MYB
Cotton_A_26243_BGI-A2_v1.0	Cotton_A_26243	MYB
Cotton_A_26269_BGI-A2_v1.0	Cotton_A_26269	MYB
Cotton_A_26358_BGI-A2_v1.0	Cotton_A_26358	MYB
Cotton_A_26457_BGI-A2_v1.0	Cotton_A_26457	MYB
Cotton_A_26473_BGI-A2_v1.0	Cotton_A_26473	MYB
Cotton_A_26728_BGI-A2_v1.0	Cotton_A_26728	MYB
Cotton_A_26928_BGI-A2_v1.0	Cotton_A_26928	MYB
Cotton_A_27019_BGI-A2_v1.0	Cotton_A_27019	MYB
Cotton_A_27183_BGI-A2_v1.0	Cotton_A_27183	MYB
Cotton_A_27430_BGI-A2_v1.0	Cotton_A_27430	MYB
Cotton_A_27562_BGI-A2_v1.0	Cotton_A_27562	MYB
Cotton_A_27664_BGI-A2_v1.0	Cotton_A_27664	MYB
Cotton_A_27814_BGI-A2_v1.0	Cotton_A_27814	MYB
Cotton_A_27954_BGI-A2_v1.0	Cotton_A_27954	MYB
Cotton_A_28089_BGI-A2_v1.0	Cotton_A_28089	MYB
Cotton_A_28154_BGI-A2_v1.0	Cotton_A_28154	MYB
Cotton_A_28778_BGI-A2_v1.0	Cotton_A_28778	MYB
Cotton_A_28895_BGI-A2_v1.0	Cotton_A_28895	MYB
Cotton_A_29438_BGI-A2_v1.0	Cotton_A_29438	MYB
Cotton_A_29441_BGI-A2_v1.0	Cotton_A_29441	MYB
Cotton_A_29442_BGI-A2_v1.0	Cotton_A_29442	MYB
Cotton_A_29506_BGI-A2_v1.0	Cotton_A_29506	MYB
Cotton_A_29672_BGI-A2_v1.0	Cotton_A_29672	MYB
Cotton_A_29819_BGI-A2_v1.0	Cotton_A_29819	MYB
Cotton_A_29987_BGI-A2_v1.0	Cotton_A_29987	MYB
Cotton_A_30006_BGI-A2_v1.0	Cotton_A_30006	MYB
Cotton_A_30237_BGI-A2_v1.0	Cotton_A_30237	MYB
Cotton_A_30240_BGI-A2_v1.0	Cotton_A_30240	MYB
Cotton_A_30428_BGI-A2_v1.0	Cotton_A_30428	MYB
Cotton_A_30431_BGI-A2_v1.0	Cotton_A_30431	MYB
Cotton_A_30606_BGI-A2_v1.0	Cotton_A_30606	MYB
Cotton_A_30714_BGI-A2_v1.0	Cotton_A_30714	MYB
Cotton_A_31284_BGI-A2_v1.0	Cotton_A_31284	MYB
Cotton_A_31311_BGI-A2_v1.0	Cotton_A_31311	MYB
Cotton_A_31354_BGI-A2_v1.0	Cotton_A_31354	MYB
Cotton_A_31426_BGI-A2_v1.0	Cotton_A_31426	MYB
Cotton_A_31811_BGI-A2_v1.0	Cotton_A_31811	MYB
Cotton_A_32145_BGI-A2_v1.0	Cotton_A_32145	MYB
Cotton_A_32626_BGI-A2_v1.0	Cotton_A_32626	MYB
Cotton_A_32735_BGI-A2_v1.0	Cotton_A_32735	MYB
Cotton_A_32784_BGI-A2_v1.0	Cotton_A_32784	MYB
Cotton_A_33049_BGI-A2_v1.0	Cotton_A_33049	MYB
Cotton_A_33185_BGI-A2_v1.0	Cotton_A_33185	MYB
Cotton_A_34065_BGI-A2_v1.0	Cotton_A_34065	MYB
Cotton_A_34762_BGI-A2_v1.0	Cotton_A_34762	MYB
Cotton_A_35093_BGI-A2_v1.0	Cotton_A_35093	MYB
Cotton_A_35103_BGI-A2_v1.0	Cotton_A_35103	MYB
Cotton_A_35376_BGI-A2_v1.0	Cotton_A_35376	MYB
Cotton_A_35470_BGI-A2_v1.0	Cotton_A_35470	MYB
Cotton_A_35654_BGI-A2_v1.0	Cotton_A_35654	MYB
Cotton_A_35841_BGI-A2_v1.0	Cotton_A_35841	MYB
Cotton_A_36036_BGI-A2_v1.0	Cotton_A_36036	MYB
Cotton_A_36314_BGI-A2_v1.0	Cotton_A_36314	MYB
Cotton_A_36342_BGI-A2_v1.0	Cotton_A_36342	MYB
Cotton_A_36414_BGI-A2_v1.0	Cotton_A_36414	MYB
Cotton_A_36850_BGI-A2_v1.0	Cotton_A_36850	MYB
Cotton_A_37015_BGI-A2_v1.0	Cotton_A_37015	MYB
Cotton_A_37043_BGI-A2_v1.0	Cotton_A_37043	MYB
Cotton_A_37376_BGI-A2_v1.0	Cotton_A_37376	MYB
Cotton_A_38326_BGI-A2_v1.0	Cotton_A_38326	MYB
Cotton_A_39067_BGI-A2_v1.0	Cotton_A_39067	MYB
Cotton_A_39138_BGI-A2_v1.0	Cotton_A_39138	MYB
Cotton_A_39505_BGI-A2_v1.0	Cotton_A_39505	MYB
Cotton_A_39594_BGI-A2_v1.0	Cotton_A_39594	MYB
Cotton_A_39669_BGI-A2_v1.0	Cotton_A_39669	MYB
Cotton_A_40074_BGI-A2_v1.0	Cotton_A_40074	MYB
Cotton_A_40092_BGI-A2_v1.0	Cotton_A_40092	MYB
Cotton_A_40365_BGI-A2_v1.0	Cotton_A_40365	MYB
Cotton_A_40699_BGI-A2_v1.0	Cotton_A_40699	MYB
Cotton_A_41147_BGI-A2_v1.0	Cotton_A_41147	MYB
Cotton_A_00467_BGI-A2_v1.0	Cotton_A_00467	MYB_related
Cotton_A_00738_BGI-A2_v1.0	Cotton_A_00738	MYB_related
Cotton_A_01283_BGI-A2_v1.0	Cotton_A_01283	MYB_related
Cotton_A_01472_BGI-A2_v1.0	Cotton_A_01472	MYB_related
Cotton_A_01612_BGI-A2_v1.0	Cotton_A_01612	MYB_related
Cotton_A_01676_BGI-A2_v1.0	Cotton_A_01676	MYB_related
Cotton_A_01712_BGI-A2_v1.0	Cotton_A_01712	MYB_related
Cotton_A_02015_BGI-A2_v1.0	Cotton_A_02015	MYB_related
Cotton_A_02240_BGI-A2_v1.0	Cotton_A_02240	MYB_related
Cotton_A_02413_BGI-A2_v1.0	Cotton_A_02413	MYB_related
Cotton_A_02456_BGI-A2_v1.0	Cotton_A_02456	MYB_related
Cotton_A_02679_BGI-A2_v1.0	Cotton_A_02679	MYB_related
Cotton_A_02733_BGI-A2_v1.0	Cotton_A_02733	MYB_related
Cotton_A_03533_BGI-A2_v1.0	Cotton_A_03533	MYB_related
Cotton_A_03866_BGI-A2_v1.0	Cotton_A_03866	MYB_related
Cotton_A_04436_BGI-A2_v1.0	Cotton_A_04436	MYB_related
Cotton_A_04544_BGI-A2_v1.0	Cotton_A_04544	MYB_related
Cotton_A_04739_BGI-A2_v1.0	Cotton_A_04739	MYB_related
Cotton_A_04877_BGI-A2_v1.0	Cotton_A_04877	MYB_related
Cotton_A_04954_BGI-A2_v1.0	Cotton_A_04954	MYB_related
Cotton_A_04961_BGI-A2_v1.0	Cotton_A_04961	MYB_related
Cotton_A_05401_BGI-A2_v1.0	Cotton_A_05401	MYB_related
Cotton_A_05510_BGI-A2_v1.0	Cotton_A_05510	MYB_related
Cotton_A_05526_BGI-A2_v1.0	Cotton_A_05526	MYB_related
Cotton_A_05718_BGI-A2_v1.0	Cotton_A_05718	MYB_related
Cotton_A_06607_BGI-A2_v1.0	Cotton_A_06607	MYB_related
Cotton_A_06748_BGI-A2_v1.0	Cotton_A_06748	MYB_related
Cotton_A_06853_BGI-A2_v1.0	Cotton_A_06853	MYB_related
Cotton_A_07149_BGI-A2_v1.0	Cotton_A_07149	MYB_related
Cotton_A_07767_BGI-A2_v1.0	Cotton_A_07767	MYB_related
Cotton_A_07768_BGI-A2_v1.0	Cotton_A_07768	MYB_related
Cotton_A_07810_BGI-A2_v1.0	Cotton_A_07810	MYB_related
Cotton_A_08496_BGI-A2_v1.0	Cotton_A_08496	MYB_related
Cotton_A_08531_BGI-A2_v1.0	Cotton_A_08531	MYB_related
Cotton_A_08888_BGI-A2_v1.0	Cotton_A_08888	MYB_related
Cotton_A_09189_BGI-A2_v1.0	Cotton_A_09189	MYB_related
Cotton_A_09372_BGI-A2_v1.0	Cotton_A_09372	MYB_related
Cotton_A_09714_BGI-A2_v1.0	Cotton_A_09714	MYB_related
Cotton_A_09775_BGI-A2_v1.0	Cotton_A_09775	MYB_related
Cotton_A_10311_BGI-A2_v1.0	Cotton_A_10311	MYB_related
Cotton_A_10508_BGI-A2_v1.0	Cotton_A_10508	MYB_related
Cotton_A_10975_BGI-A2_v1.0	Cotton_A_10975	MYB_related
Cotton_A_11067_BGI-A2_v1.0	Cotton_A_11067	MYB_related
Cotton_A_11756_BGI-A2_v1.0	Cotton_A_11756	MYB_related
Cotton_A_12050_BGI-A2_v1.0	Cotton_A_12050	MYB_related
Cotton_A_12241_BGI-A2_v1.0	Cotton_A_12241	MYB_related
Cotton_A_13625_BGI-A2_v1.0	Cotton_A_13625	MYB_related
Cotton_A_13762_BGI-A2_v1.0	Cotton_A_13762	MYB_related
Cotton_A_13767_BGI-A2_v1.0	Cotton_A_13767	MYB_related
Cotton_A_14598_BGI-A2_v1.0	Cotton_A_14598	MYB_related
Cotton_A_14655_BGI-A2_v1.0	Cotton_A_14655	MYB_related
Cotton_A_14821_BGI-A2_v1.0	Cotton_A_14821	MYB_related
Cotton_A_15659_BGI-A2_v1.0	Cotton_A_15659	MYB_related
Cotton_A_16071_BGI-A2_v1.0	Cotton_A_16071	MYB_related
Cotton_A_16524_BGI-A2_v1.0	Cotton_A_16524	MYB_related
Cotton_A_17029_BGI-A2_v1.0	Cotton_A_17029	MYB_related
Cotton_A_18062_BGI-A2_v1.0	Cotton_A_18062	MYB_related
Cotton_A_18379_BGI-A2_v1.0	Cotton_A_18379	MYB_related
Cotton_A_18578_BGI-A2_v1.0	Cotton_A_18578	MYB_related
Cotton_A_18768_BGI-A2_v1.0	Cotton_A_18768	MYB_related
Cotton_A_18771_BGI-A2_v1.0	Cotton_A_18771	MYB_related
Cotton_A_19720_BGI-A2_v1.0	Cotton_A_19720	MYB_related
Cotton_A_19826_BGI-A2_v1.0	Cotton_A_19826	MYB_related
Cotton_A_21109_BGI-A2_v1.0	Cotton_A_21109	MYB_related
Cotton_A_21730_BGI-A2_v1.0	Cotton_A_21730	MYB_related
Cotton_A_21841_BGI-A2_v1.0	Cotton_A_21841	MYB_related
Cotton_A_22751_BGI-A2_v1.0	Cotton_A_22751	MYB_related
Cotton_A_25569_BGI-A2_v1.0	Cotton_A_25569	MYB_related
Cotton_A_26408_BGI-A2_v1.0	Cotton_A_26408	MYB_related
Cotton_A_26409_BGI-A2_v1.0	Cotton_A_26409	MYB_related
Cotton_A_26782_BGI-A2_v1.0	Cotton_A_26782	MYB_related
Cotton_A_26962_BGI-A2_v1.0	Cotton_A_26962	MYB_related
Cotton_A_27634_BGI-A2_v1.0	Cotton_A_27634	MYB_related
Cotton_A_27916_BGI-A2_v1.0	Cotton_A_27916	MYB_related
Cotton_A_31060_BGI-A2_v1.0	Cotton_A_31060	MYB_related
Cotton_A_31259_BGI-A2_v1.0	Cotton_A_31259	MYB_related
Cotton_A_32901_BGI-A2_v1.0	Cotton_A_32901	MYB_related
Cotton_A_34309_BGI-A2_v1.0	Cotton_A_34309	MYB_related
Cotton_A_38079_BGI-A2_v1.0	Cotton_A_38079	MYB_related
Cotton_A_38396_BGI-A2_v1.0	Cotton_A_38396	MYB_related
Cotton_A_38531_BGI-A2_v1.0	Cotton_A_38531	MYB_related
Cotton_A_38757_BGI-A2_v1.0	Cotton_A_38757	MYB_related
Cotton_A_39278_BGI-A2_v1.0	Cotton_A_39278	MYB_related
Cotton_A_40094_BGI-A2_v1.0	Cotton_A_40094	MYB_related
Cotton_A_40101_BGI-A2_v1.0	Cotton_A_40101	MYB_related
